district,season,season_start,oor_doy,data_source,oor_date_approx,oor_month,oor_month_name,decade,region
Lilongwe,2006/07,2006,323.5,synthetic,2000-11-18,11.0,November,2000s,Central
Lilongwe,2007/08,2007,323.7,synthetic,2000-11-18,11.0,November,2000s,Central
Lilongwe,2008/09,2008,333.2,synthetic,2000-11-28,11.0,November,2000s,Central
Lilongwe,2009/10,2009,339.8,synthetic,2000-12-04,12.0,December,2000s,Central
Lilongwe,2010/11,2010,328.9,synthetic,2000-11-23,11.0,November,2010s,Central
Lilongwe,2011/12,2011,332.7,synthetic,2000-11-27,11.0,November,2010s,Central
Lilongwe,2012/13,2012,335.1,synthetic,2000-11-30,11.0,November,2010s,Central
Lilongwe,2013/14,2013,320.9,synthetic,2000-11-15,11.0,November,2010s,Central
Lilongwe,2014/15,2014,334.1,synthetic,2000-11-29,11.0,November,2010s,Central
Lilongwe,2015/16,2015,351.3,synthetic,2000-12-16,12.0,December,2010s,Central
Lilongwe,2016/17,2016,337.1,synthetic,2000-12-02,12.0,December,2010s,Central
Lilongwe,2017/18,2017,328.3,synthetic,2000-11-23,11.0,November,2010s,Central
Lilongwe,2018/19,2018,342.9,synthetic,2000-12-07,12.0,December,2010s,Central
Lilongwe,2019/20,2019,344.4,synthetic,2000-12-09,12.0,December,2010s,Central
Lilongwe,2020/21,2020,337.8,synthetic,2000-12-02,12.0,December,2020s,Central
Lilongwe,2021/22,2021,331.0,synthetic,2000-11-26,11.0,November,2020s,Central
Lilongwe,2022/23,2022,339.1,synthetic,2000-12-04,12.0,December,2020s,Central
Lilongwe,2023/24,2023,343.3,synthetic,2000-12-08,12.0,December,2020s,Central
Machinga,1990/91,1990,314.1,synthetic,2000-11-09,11.0,November,1990s,Southern
Machinga,1991/92,1991,327.7,synthetic,2000-11-22,11.0,November,1990s,Southern
Machinga,1992/93,1992,320.4,synthetic,2000-11-15,11.0,November,1990s,Southern
Machinga,1993/94,1993,307.4,synthetic,2000-11-02,11.0,November,1990s,Southern
Machinga,1994/95,1994,318.2,synthetic,2000-11-13,11.0,November,1990s,Southern
Machinga,1995/96,1995,312.3,synthetic,2000-11-07,11.0,November,1990s,Southern
Machinga,1996/97,1996,313.0,synthetic,2000-11-08,11.0,November,1990s,Southern
Machinga,1997/98,1997,330.6,synthetic,2000-11-25,11.0,November,1990s,Southern
Machinga,1998/99,1998,320.1,synthetic,2000-11-15,11.0,November,1990s,Southern
Machinga,1999/00,1999,304.7,synthetic,2000-10-30,10.0,October,1990s,Southern
Machinga,2000/01,2000,315.1,synthetic,2000-11-10,11.0,November,2000s,Southern
Machinga,2001/02,2001,325.7,synthetic,2000-11-20,11.0,November,2000s,Southern
Machinga,2002/03,2002,331.8,synthetic,2000-11-26,11.0,November,2000s,Southern
Machinga,2003/04,2003,327.4,synthetic,2000-11-22,11.0,November,2000s,Southern
Machinga,2004/05,2004,321.3,synthetic,2000-11-16,11.0,November,2000s,Southern
Machinga,2005/06,2005,322.0,synthetic,2000-11-17,11.0,November,2000s,Southern
Machinga,2006/07,2006,325.2,synthetic,2000-11-20,11.0,November,2000s,Southern
Machinga,2007/08,2007,325.8,synthetic,2000-11-20,11.0,November,2000s,Southern
Machinga,2008/09,2008,323.8,synthetic,2000-11-18,11.0,November,2000s,Southern
Machinga,2009/10,2009,340.4,synthetic,2000-12-05,12.0,December,2000s,Southern
Machinga,2010/11,2010,335.3,synthetic,2000-11-30,11.0,November,2010s,Southern
Machinga,2011/12,2011,320.5,synthetic,2000-11-15,11.0,November,2010s,Southern
Machinga,2012/13,2012,332.1,synthetic,2000-11-27,11.0,November,2010s,Southern
Machinga,2013/14,2013,327.8,synthetic,2000-11-22,11.0,November,2010s,Southern
Machinga,2014/15,2014,336.4,synthetic,2000-12-01,12.0,December,2010s,Southern
Machinga,2015/16,2015,352.0,synthetic,2000-12-17,12.0,December,2010s,Southern
Machinga,2016/17,2016,328.6,synthetic,2000-11-23,11.0,November,2010s,Southern
Machinga,2017/18,2017,343.2,synthetic,2000-12-08,12.0,December,2010s,Southern
Machinga,2018/19,2018,336.9,synthetic,2000-12-01,12.0,December,2010s,Southern
Machinga,2019/20,2019,332.9,synthetic,2000-11-27,11.0,November,2010s,Southern
Machinga,2020/21,2020,329.4,synthetic,2000-11-24,11.0,November,2020s,Southern
Machinga,2021/22,2021,331.2,synthetic,2000-11-26,11.0,November,2020s,Southern
Machinga,2022/23,2022,341.1,synthetic,2000-12-06,12.0,December,2020s,Southern
Machinga,2023/24,2023,354.5,synthetic,2000-12-19,12.0,December,2020s,Southern
Mangochi,1990/91,1990,,synthetic,,,,1990s,Southern
Mangochi,1991/92,1991,327.6,synthetic,2000-11-22,11.0,November,1990s,Southern
Mangochi,1992/93,1992,323.6,synthetic,2000-11-18,11.0,November,1990s,Southern
Mangochi,1993/94,1993,322.6,synthetic,2000-11-17,11.0,November,1990s,Southern
Mangochi,1994/95,1994,310.3,synthetic,2000-11-05,11.0,November,1990s,Southern
Mangochi,1995/96,1995,306.4,synthetic,2000-11-01,11.0,November,1990s,Southern
Mangochi,1996/97,1996,324.7,synthetic,2000-11-19,11.0,November,1990s,Southern
Mangochi,1997/98,1997,335.8,synthetic,2000-11-30,11.0,November,1990s,Southern
Mangochi,1998/99,1998,316.8,synthetic,2000-11-11,11.0,November,1990s,Southern
Mangochi,1999/00,1999,315.0,synthetic,2000-11-10,11.0,November,1990s,Southern
Mangochi,2000/01,2000,317.3,synthetic,2000-11-12,11.0,November,2000s,Southern
Mangochi,2001/02,2001,321.8,synthetic,2000-11-16,11.0,November,2000s,Southern
Mangochi,2002/03,2002,333.0,synthetic,2000-11-28,11.0,November,2000s,Southern
Mangochi,2003/04,2003,323.3,synthetic,2000-11-18,11.0,November,2000s,Southern
Mangochi,2004/05,2004,331.6,synthetic,2000-11-26,11.0,November,2000s,Southern
Mangochi,2005/06,2005,331.2,synthetic,2000-11-26,11.0,November,2000s,Southern
Mangochi,2006/07,2006,316.4,synthetic,2000-11-11,11.0,November,2000s,Southern
Mangochi,2007/08,2007,312.6,synthetic,2000-11-07,11.0,November,2000s,Southern
Mangochi,2008/09,2008,329.9,synthetic,2000-11-24,11.0,November,2000s,Southern
Mangochi,2009/10,2009,322.7,synthetic,2000-11-17,11.0,November,2000s,Southern
Mangochi,2010/11,2010,325.0,synthetic,2000-11-20,11.0,November,2010s,Southern
Mangochi,2011/12,2011,326.2,synthetic,2000-11-21,11.0,November,2010s,Southern
Mangochi,2012/13,2012,337.5,synthetic,2000-12-02,12.0,December,2010s,Southern
Mangochi,2013/14,2013,326.3,synthetic,2000-11-21,11.0,November,2010s,Southern
Mangochi,2014/15,2014,331.9,synthetic,2000-11-26,11.0,November,2010s,Southern
Mangochi,2015/16,2015,345.7,synthetic,2000-12-10,12.0,December,2010s,Southern
Mangochi,2016/17,2016,323.5,synthetic,2000-11-18,11.0,November,2010s,Southern
Mangochi,2017/18,2017,332.0,synthetic,2000-11-27,11.0,November,2010s,Southern
Mangochi,2018/19,2018,338.4,synthetic,2000-12-03,12.0,December,2010s,Southern
Mangochi,2019/20,2019,,synthetic,,,,2010s,Southern
Mangochi,2020/21,2020,330.1,synthetic,2000-11-25,11.0,November,2020s,Southern
Mangochi,2021/22,2021,319.2,synthetic,2000-11-14,11.0,November,2020s,Southern
Mangochi,2022/23,2022,330.0,synthetic,2000-11-25,11.0,November,2020s,Southern
Mangochi,2023/24,2023,340.0,synthetic,2000-12-05,12.0,December,2020s,Southern
Mchinji,1990/91,1990,329.5,synthetic,2000-11-24,11.0,November,1990s,Central
Mchinji,1991/92,1991,336.8,synthetic,2000-12-01,12.0,December,1990s,Central
Mchinji,1992/93,1992,328.5,synthetic,2000-11-23,11.0,November,1990s,Central
Mchinji,1993/94,1993,335.2,synthetic,2000-11-30,11.0,November,1990s,Central
Mchinji,1994/95,1994,,synthetic,,,,1990s,Central
Mchinji,1995/96,1995,323.1,synthetic,2000-11-18,11.0,November,1990s,Central
Mchinji,1996/97,1996,327.6,synthetic,2000-11-22,11.0,November,1990s,Central
Mchinji,1997/98,1997,338.5,synthetic,2000-12-03,12.0,December,1990s,Central
Mchinji,1998/99,1998,326.3,synthetic,2000-11-21,11.0,November,1990s,Central
Mchinji,1999/00,1999,321.4,synthetic,2000-11-16,11.0,November,1990s,Central
Mchinji,2000/01,2000,332.1,synthetic,2000-11-27,11.0,November,2000s,Central
Mchinji,2001/02,2001,333.0,synthetic,2000-11-28,11.0,November,2000s,Central
Mchinji,2002/03,2002,335.9,synthetic,2000-11-30,11.0,November,2000s,Central
Mchinji,2003/04,2003,336.4,synthetic,2000-12-01,12.0,December,2000s,Central
Mchinji,2004/05,2004,346.2,synthetic,2000-12-11,12.0,December,2000s,Central
Mchinji,2005/06,2005,345.6,synthetic,2000-12-10,12.0,December,2000s,Central
Mchinji,2006/07,2006,344.3,synthetic,2000-12-09,12.0,December,2000s,Central
Mchinji,2007/08,2007,321.8,synthetic,2000-11-16,11.0,November,2000s,Central
Mchinji,2008/09,2008,347.5,synthetic,2000-12-12,12.0,December,2000s,Central
Mchinji,2009/10,2009,344.7,synthetic,2000-12-09,12.0,December,2000s,Central
Mchinji,2010/11,2010,331.6,synthetic,2000-11-26,11.0,November,2010s,Central
Mchinji,2011/12,2011,350.6,synthetic,2000-12-15,12.0,December,2010s,Central
Mchinji,2012/13,2012,350.0,synthetic,2000-12-15,12.0,December,2010s,Central
Mchinji,2013/14,2013,341.2,synthetic,2000-12-06,12.0,December,2010s,Central
Mchinji,2014/15,2014,343.1,synthetic,2000-12-08,12.0,December,2010s,Central
Mchinji,2015/16,2015,346.0,synthetic,2000-12-11,12.0,December,2010s,Central
Mchinji,2016/17,2016,348.0,synthetic,2000-12-13,12.0,December,2010s,Central
Mchinji,2017/18,2017,341.1,synthetic,2000-12-06,12.0,December,2010s,Central
Mchinji,2018/19,2018,357.6,synthetic,2000-12-22,12.0,December,2010s,Central
Mchinji,2019/20,2019,353.4,synthetic,2000-12-18,12.0,December,2010s,Central
Mchinji,2020/21,2020,347.6,synthetic,2000-12-12,12.0,December,2020s,Central
Mchinji,2021/22,2021,344.2,synthetic,2000-12-09,12.0,December,2020s,Central
Mchinji,2022/23,2022,351.1,synthetic,2000-12-16,12.0,December,2020s,Central
Mchinji,2023/24,2023,352.6,synthetic,2000-12-17,12.0,December,2020s,Central
Mulanje,1990/91,1990,315.0,synthetic,2000-11-10,11.0,November,1990s,Southern
Mulanje,1991/92,1991,315.7,synthetic,2000-11-10,11.0,November,1990s,Southern
Mulanje,1992/93,1992,311.4,synthetic,2000-11-06,11.0,November,1990s,Southern
Mulanje,1993/94,1993,318.0,synthetic,2000-11-13,11.0,November,1990s,Southern
Mulanje,1994/95,1994,315.5,synthetic,2000-11-10,11.0,November,1990s,Southern
Mulanje,1995/96,1995,297.5,synthetic,2000-10-23,10.0,October,1990s,Southern
Mulanje,1996/97,1996,311.3,synthetic,2000-11-06,11.0,November,1990s,Southern
Mulanje,1997/98,1997,324.7,synthetic,2000-11-19,11.0,November,1990s,Southern
Mulanje,1998/99,1998,303.9,synthetic,2000-10-29,10.0,October,1990s,Southern
Mulanje,1999/00,1999,317.7,synthetic,2000-11-12,11.0,November,1990s,Southern
Mulanje,2000/01,2000,309.6,synthetic,2000-11-04,11.0,November,2000s,Southern
Mulanje,2001/02,2001,314.0,synthetic,2000-11-09,11.0,November,2000s,Southern
Mulanje,2002/03,2002,310.2,synthetic,2000-11-05,11.0,November,2000s,Southern
Mulanje,2003/04,2003,312.0,synthetic,2000-11-07,11.0,November,2000s,Southern
Mulanje,2004/05,2004,324.6,synthetic,2000-11-19,11.0,November,2000s,Southern
Mulanje,2005/06,2005,322.2,synthetic,2000-11-17,11.0,November,2000s,Southern
Mulanje,2006/07,2006,317.6,synthetic,2000-11-12,11.0,November,2000s,Southern
Mulanje,2007/08,2007,304.5,synthetic,2000-10-30,10.0,October,2000s,Southern
Mulanje,2008/09,2008,318.0,synthetic,2000-11-13,11.0,November,2000s,Southern
Mulanje,2009/10,2009,316.8,synthetic,2000-11-11,11.0,November,2000s,Southern
Mulanje,2010/11,2010,307.5,synthetic,2000-11-02,11.0,November,2010s,Southern
Mulanje,2011/12,2011,307.8,synthetic,2000-11-02,11.0,November,2010s,Southern
Mulanje,2012/13,2012,333.7,synthetic,2000-11-28,11.0,November,2010s,Southern
Mulanje,2013/14,2013,316.9,synthetic,2000-11-11,11.0,November,2010s,Southern
Mulanje,2014/15,2014,312.9,synthetic,2000-11-07,11.0,November,2010s,Southern
Mulanje,2015/16,2015,321.6,synthetic,2000-11-16,11.0,November,2010s,Southern
Mulanje,2016/17,2016,311.0,synthetic,2000-11-06,11.0,November,2010s,Southern
Mulanje,2017/18,2017,321.9,synthetic,2000-11-16,11.0,November,2010s,Southern
Mulanje,2018/19,2018,323.2,synthetic,2000-11-18,11.0,November,2010s,Southern
Mulanje,2019/20,2019,317.0,synthetic,2000-11-12,11.0,November,2010s,Southern
Mulanje,2020/21,2020,304.0,synthetic,2000-10-30,10.0,October,2020s,Southern
Mulanje,2021/22,2021,320.9,synthetic,2000-11-15,11.0,November,2020s,Southern
Mulanje,2022/23,2022,332.3,synthetic,2000-11-27,11.0,November,2020s,Southern
Mulanje,2023/24,2023,341.4,synthetic,2000-12-06,12.0,December,2020s,Southern
Mwanza,1990/91,1990,311.6,synthetic,2000-11-06,11.0,November,1990s,Southern
Mwanza,1991/92,1991,320.1,synthetic,2000-11-15,11.0,November,1990s,Southern
Mwanza,1992/93,1992,317.1,synthetic,2000-11-12,11.0,November,1990s,Southern
Mwanza,1993/94,1993,319.9,synthetic,2000-11-14,11.0,November,1990s,Southern
Mwanza,1994/95,1994,324.6,synthetic,2000-11-19,11.0,November,1990s,Southern
Mwanza,1995/96,1995,315.8,synthetic,2000-11-10,11.0,November,1990s,Southern
Mwanza,1996/97,1996,319.0,synthetic,2000-11-14,11.0,November,1990s,Southern
Mwanza,1997/98,1997,319.9,synthetic,2000-11-14,11.0,November,1990s,Southern
Mwanza,1998/99,1998,300.3,synthetic,2000-10-26,10.0,October,1990s,Southern
Mwanza,1999/00,1999,319.1,synthetic,2000-11-14,11.0,November,1990s,Southern
Mwanza,2000/01,2000,322.3,synthetic,2000-11-17,11.0,November,2000s,Southern
Mwanza,2001/02,2001,327.6,synthetic,2000-11-22,11.0,November,2000s,Southern
Mwanza,2002/03,2002,341.8,synthetic,2000-12-06,12.0,December,2000s,Southern
Mwanza,2003/04,2003,322.1,synthetic,2000-11-17,11.0,November,2000s,Southern
Mwanza,2004/05,2004,335.9,synthetic,2000-11-30,11.0,November,2000s,Southern
Mwanza,2005/06,2005,321.6,synthetic,2000-11-16,11.0,November,2000s,Southern
Mwanza,2006/07,2006,330.3,synthetic,2000-11-25,11.0,November,2000s,Southern
Mwanza,2007/08,2007,325.8,synthetic,2000-11-20,11.0,November,2000s,Southern
Mwanza,2008/09,2008,338.0,synthetic,2000-12-03,12.0,December,2000s,Southern
Mwanza,2009/10,2009,337.7,synthetic,2000-12-02,12.0,December,2000s,Southern
Mwanza,2010/11,2010,324.4,synthetic,2000-11-19,11.0,November,2010s,Southern
Mwanza,2011/12,2011,331.6,synthetic,2000-11-26,11.0,November,2010s,Southern
Mwanza,2012/13,2012,331.7,synthetic,2000-11-26,11.0,November,2010s,Southern
Mwanza,2013/14,2013,326.6,synthetic,2000-11-21,11.0,November,2010s,Southern
Mwanza,2014/15,2014,330.6,synthetic,2000-11-25,11.0,November,2010s,Southern
Mwanza,2015/16,2015,343.8,synthetic,2000-12-08,12.0,December,2010s,Southern
Mwanza,2016/17,2016,336.6,synthetic,2000-12-01,12.0,December,2010s,Southern
Mwanza,2017/18,2017,332.0,synthetic,2000-11-27,11.0,November,2010s,Southern
Mwanza,2018/19,2018,349.2,synthetic,2000-12-14,12.0,December,2010s,Southern
Mwanza,2019/20,2019,336.9,synthetic,2000-12-01,12.0,December,2010s,Southern
Mwanza,2020/21,2020,328.2,synthetic,2000-11-23,11.0,November,2020s,Southern
Mwanza,2021/22,2021,,synthetic,,,,2020s,Southern
Mwanza,2022/23,2022,344.5,synthetic,2000-12-09,12.0,December,2020s,Southern
Mwanza,2023/24,2023,347.7,synthetic,2000-12-12,12.0,December,2020s,Southern
Mzimba,1990/91,1990,,synthetic,,,,1990s,Northern
Mzimba,1991/92,1991,336.6,synthetic,2000-12-01,12.0,December,1990s,Northern
Mzimba,1992/93,1992,344.9,synthetic,2000-12-09,12.0,December,1990s,Northern
Mzimba,1993/94,1993,334.4,synthetic,2000-11-29,11.0,November,1990s,Northern
Mzimba,1994/95,1994,333.0,synthetic,2000-11-28,11.0,November,1990s,Northern
Mzimba,1995/96,1995,321.5,synthetic,2000-11-16,11.0,November,1990s,Northern
Mzimba,1996/97,1996,327.7,synthetic,2000-11-22,11.0,November,1990s,Northern
Mzimba,1997/98,1997,335.5,synthetic,2000-11-30,11.0,November,1990s,Northern
Mzimba,1998/99,1998,327.5,synthetic,2000-11-22,11.0,November,1990s,Northern
Mzimba,1999/00,1999,337.7,synthetic,2000-12-02,12.0,December,1990s,Northern
Mzimba,2000/01,2000,322.3,synthetic,2000-11-17,11.0,November,2000s,Northern
Mzimba,2001/02,2001,332.9,synthetic,2000-11-27,11.0,November,2000s,Northern
Mzimba,2002/03,2002,,synthetic,,,,2000s,Northern
Mzimba,2003/04,2003,340.1,synthetic,2000-12-05,12.0,December,2000s,Northern
Mzimba,2004/05,2004,344.9,synthetic,2000-12-09,12.0,December,2000s,Northern
Mzimba,2005/06,2005,338.6,synthetic,2000-12-03,12.0,December,2000s,Northern
Mzimba,2006/07,2006,340.5,synthetic,2000-12-05,12.0,December,2000s,Northern
Mzimba,2007/08,2007,323.7,synthetic,2000-11-18,11.0,November,2000s,Northern
Mzimba,2008/09,2008,344.5,synthetic,2000-12-09,12.0,December,2000s,Northern
Mzimba,2009/10,2009,351.6,synthetic,2000-12-16,12.0,December,2000s,Northern
Mzimba,2010/11,2010,347.8,synthetic,2000-12-12,12.0,December,2010s,Northern
Mzimba,2011/12,2011,352.2,synthetic,2000-12-17,12.0,December,2010s,Northern
Mzimba,2012/13,2012,337.1,synthetic,2000-12-02,12.0,December,2010s,Northern
Mzimba,2013/14,2013,344.9,synthetic,2000-12-09,12.0,December,2010s,Northern
Mzimba,2014/15,2014,336.6,synthetic,2000-12-01,12.0,December,2010s,Northern
Mzimba,2015/16,2015,344.2,synthetic,2000-12-09,12.0,December,2010s,Northern
Mzimba,2016/17,2016,343.0,synthetic,2000-12-08,12.0,December,2010s,Northern
Mzimba,2017/18,2017,347.5,synthetic,2000-12-12,12.0,December,2010s,Northern
Mzimba,2018/19,2018,354.9,synthetic,2000-12-19,12.0,December,2010s,Northern
Mzimba,2019/20,2019,347.8,synthetic,2000-12-12,12.0,December,2010s,Northern
Mzimba,2020/21,2020,339.4,synthetic,2000-12-04,12.0,December,2020s,Northern
Mzimba,2021/22,2021,344.5,synthetic,2000-12-09,12.0,December,2020s,Northern
Mzimba,2022/23,2022,351.5,synthetic,2000-12-16,12.0,December,2020s,Northern
Mzimba,2023/24,2023,347.6,synthetic,2000-12-12,12.0,December,2020s,Northern
Neno,1990/91,1990,321.8,synthetic,2000-11-16,11.0,November,1990s,Southern
Neno,1991/92,1991,332.8,synthetic,2000-11-27,11.0,November,1990s,Southern
Neno,1992/93,1992,317.1,synthetic,2000-11-12,11.0,November,1990s,Southern
Neno,1993/94,1993,321.2,synthetic,2000-11-16,11.0,November,1990s,Southern
Neno,1994/95,1994,340.5,synthetic,2000-12-05,12.0,December,1990s,Southern
Neno,1995/96,1995,310.6,synthetic,2000-11-05,11.0,November,1990s,Southern
Neno,1996/97,1996,309.3,synthetic,2000-11-04,11.0,November,1990s,Southern
Neno,1997/98,1997,319.7,synthetic,2000-11-14,11.0,November,1990s,Southern
Neno,1998/99,1998,310.2,synthetic,2000-11-05,11.0,November,1990s,Southern
Neno,1999/00,1999,314.7,synthetic,2000-11-09,11.0,November,1990s,Southern
Neno,2000/01,2000,322.8,synthetic,2000-11-17,11.0,November,2000s,Southern
Neno,2001/02,2001,326.4,synthetic,2000-11-21,11.0,November,2000s,Southern
Neno,2002/03,2002,328.8,synthetic,2000-11-23,11.0,November,2000s,Southern
Neno,2003/04,2003,321.3,synthetic,2000-11-16,11.0,November,2000s,Southern
Neno,2004/05,2004,336.5,synthetic,2000-12-01,12.0,December,2000s,Southern
Neno,2005/06,2005,325.5,synthetic,2000-11-20,11.0,November,2000s,Southern
Neno,2006/07,2006,323.6,synthetic,2000-11-18,11.0,November,2000s,Southern
Neno,2007/08,2007,330.4,synthetic,2000-11-25,11.0,November,2000s,Southern
Neno,2008/09,2008,322.3,synthetic,2000-11-17,11.0,November,2000s,Southern
Neno,2009/10,2009,342.8,synthetic,2000-12-07,12.0,December,2000s,Southern
Neno,2010/11,2010,322.8,synthetic,2000-11-17,11.0,November,2010s,Southern
Neno,2011/12,2011,322.6,synthetic,2000-11-17,11.0,November,2010s,Southern
Neno,2012/13,2012,334.9,synthetic,2000-11-29,11.0,November,2010s,Southern
Neno,2013/14,2013,334.5,synthetic,2000-11-29,11.0,November,2010s,Southern
Neno,2014/15,2014,329.6,synthetic,2000-11-24,11.0,November,2010s,Southern
Neno,2015/16,2015,328.0,synthetic,2000-11-23,11.0,November,2010s,Southern
Neno,2016/17,2016,332.0,synthetic,2000-11-27,11.0,November,2010s,Southern
Neno,2017/18,2017,315.4,synthetic,2000-11-10,11.0,November,2010s,Southern
Neno,2018/19,2018,339.1,synthetic,2000-12-04,12.0,December,2010s,Southern
Neno,2019/20,2019,326.0,synthetic,2000-11-21,11.0,November,2010s,Southern
Neno,2020/21,2020,331.2,synthetic,2000-11-26,11.0,November,2020s,Southern
Neno,2021/22,2021,327.1,synthetic,2000-11-22,11.0,November,2020s,Southern
Neno,2022/23,2022,334.3,synthetic,2000-11-29,11.0,November,2020s,Southern
Neno,2023/24,2023,345.4,synthetic,2000-12-10,12.0,December,2020s,Southern
Nkhata Bay,1990/91,1990,341.8,synthetic,2000-12-06,12.0,December,1990s,Northern
Nkhata Bay,1991/92,1991,338.8,synthetic,2000-12-03,12.0,December,1990s,Northern
Nkhata Bay,1992/93,1992,324.7,synthetic,2000-11-19,11.0,November,1990s,Northern
Nkhata Bay,1993/94,1993,332.3,synthetic,2000-11-27,11.0,November,1990s,Northern
Nkhata Bay,1994/95,1994,331.9,synthetic,2000-11-26,11.0,November,1990s,Northern
Nkhata Bay,1995/96,1995,311.5,synthetic,2000-11-06,11.0,November,1990s,Northern
Nkhata Bay,1996/97,1996,337.9,synthetic,2000-12-02,12.0,December,1990s,Northern
Nkhata Bay,1997/98,1997,342.2,synthetic,2000-12-07,12.0,December,1990s,Northern
Nkhata Bay,1998/99,1998,314.2,synthetic,2000-11-09,11.0,November,1990s,Northern
Nkhata Bay,1999/00,1999,326.8,synthetic,2000-11-21,11.0,November,1990s,Northern
Nkhata Bay,2000/01,2000,331.3,synthetic,2000-11-26,11.0,November,2000s,Northern
Nkhata Bay,2001/02,2001,328.9,synthetic,2000-11-23,11.0,November,2000s,Northern
Nkhata Bay,2002/03,2002,345.5,synthetic,2000-12-10,12.0,December,2000s,Northern
Nkhata Bay,2003/04,2003,331.0,synthetic,2000-11-26,11.0,November,2000s,Northern
Nkhata Bay,2004/05,2004,338.8,synthetic,2000-12-03,12.0,December,2000s,Northern
Nkhata Bay,2005/06,2005,329.2,synthetic,2000-11-24,11.0,November,2000s,Northern
Nkhata Bay,2006/07,2006,329.4,synthetic,2000-11-24,11.0,November,2000s,Northern
Nkhata Bay,2007/08,2007,326.6,synthetic,2000-11-21,11.0,November,2000s,Northern
Nkhata Bay,2008/09,2008,345.3,synthetic,2000-12-10,12.0,December,2000s,Northern
Nkhata Bay,2009/10,2009,350.1,synthetic,2000-12-15,12.0,December,2000s,Northern
Nkhata Bay,2010/11,2010,345.6,synthetic,2000-12-10,12.0,December,2010s,Northern
Nkhata Bay,2011/12,2011,333.1,synthetic,2000-11-28,11.0,November,2010s,Northern
Nkhata Bay,2012/13,2012,327.4,synthetic,2000-11-22,11.0,November,2010s,Northern
Nkhata Bay,2013/14,2013,341.2,synthetic,2000-12-06,12.0,December,2010s,Northern
Nkhata Bay,2014/15,2014,348.3,synthetic,2000-12-13,12.0,December,2010s,Northern
Nkhata Bay,2015/16,2015,346.2,synthetic,2000-12-11,12.0,December,2010s,Northern
Nkhata Bay,2016/17,2016,340.1,synthetic,2000-12-05,12.0,December,2010s,Northern
Nkhata Bay,2017/18,2017,339.5,synthetic,2000-12-04,12.0,December,2010s,Northern
Nkhata Bay,2018/19,2018,347.2,synthetic,2000-12-12,12.0,December,2010s,Northern
Nkhata Bay,2019/20,2019,346.8,synthetic,2000-12-11,12.0,December,2010s,Northern
Nkhata Bay,2020/21,2020,343.4,synthetic,2000-12-08,12.0,December,2020s,Northern
Nkhata Bay,2021/22,2021,329.1,synthetic,2000-11-24,11.0,November,2020s,Northern
Nkhata Bay,2022/23,2022,334.5,synthetic,2000-11-29,11.0,November,2020s,Northern
Nkhata Bay,2023/24,2023,356.4,synthetic,2000-12-21,12.0,December,2020s,Northern
Nkhotakota,1990/91,1990,323.4,synthetic,2000-11-18,11.0,November,1990s,Central
Nkhotakota,1991/92,1991,327.2,synthetic,2000-11-22,11.0,November,1990s,Central
Nkhotakota,1992/93,1992,328.1,synthetic,2000-11-23,11.0,November,1990s,Central
Nkhotakota,1993/94,1993,315.8,synthetic,2000-11-10,11.0,November,1990s,Central
Nkhotakota,1994/95,1994,337.0,synthetic,2000-12-02,12.0,December,1990s,Central
Nkhotakota,1995/96,1995,316.4,synthetic,2000-11-11,11.0,November,1990s,Central
Nkhotakota,1996/97,1996,331.3,synthetic,2000-11-26,11.0,November,1990s,Central
Nkhotakota,1997/98,1997,340.9,synthetic,2000-12-05,12.0,December,1990s,Central
Nkhotakota,1998/99,1998,317.3,synthetic,2000-11-12,11.0,November,1990s,Central
Nkhotakota,1999/00,1999,325.3,synthetic,2000-11-20,11.0,November,1990s,Central
Nkhotakota,2000/01,2000,321.2,synthetic,2000-11-16,11.0,November,2000s,Central
Nkhotakota,2001/02,2001,330.5,synthetic,2000-11-25,11.0,November,2000s,Central
Nkhotakota,2002/03,2002,,synthetic,,,,2000s,Central
Nkhotakota,2003/04,2003,335.4,synthetic,2000-11-30,11.0,November,2000s,Central
Nkhotakota,2004/05,2004,342.1,synthetic,2000-12-07,12.0,December,2000s,Central
Nkhotakota,2005/06,2005,333.3,synthetic,2000-11-28,11.0,November,2000s,Central
Nkhotakota,2006/07,2006,329.7,synthetic,2000-11-24,11.0,November,2000s,Central
Nkhotakota,2007/08,2007,329.1,synthetic,2000-11-24,11.0,November,2000s,Central
Nkhotakota,2008/09,2008,328.5,synthetic,2000-11-23,11.0,November,2000s,Central
Nkhotakota,2009/10,2009,343.3,synthetic,2000-12-08,12.0,December,2000s,Central
Nkhotakota,2010/11,2010,331.6,synthetic,2000-11-26,11.0,November,2010s,Central
Nkhotakota,2011/12,2011,338.3,synthetic,2000-12-03,12.0,December,2010s,Central
Nkhotakota,2012/13,2012,332.5,synthetic,2000-11-27,11.0,November,2010s,Central
Nkhotakota,2013/14,2013,340.8,synthetic,2000-12-05,12.0,December,2010s,Central
Nkhotakota,2014/15,2014,331.7,synthetic,2000-11-26,11.0,November,2010s,Central
Nkhotakota,2015/16,2015,342.8,synthetic,2000-12-07,12.0,December,2010s,Central
Nkhotakota,2016/17,2016,332.1,synthetic,2000-11-27,11.0,November,2010s,Central
Nkhotakota,2017/18,2017,333.3,synthetic,2000-11-28,11.0,November,2010s,Central
Nkhotakota,2018/19,2018,337.4,synthetic,2000-12-02,12.0,December,2010s,Central
